GEO_ID	REGION	DIVISION	STATEFP	STATENS	STUSPS	NAME	LAT	LON	"LAT,LON"	ID	ADDRESS
504	3	5	13	1705317	GA	Georgia	34.645923	-83.869611	"34.645923,-83.869611"	504	"Stanley Nix Rd, Cleveland, GA 30528, USA"
505	3	5	13	1705317	GA	Georgia	34.564347	-83.184543	"34.564347,-83.184543"	505	"Unnamed Rd, Martin, GA 30557, USA"
506	3	5	45	1779799	SC	South Carolina	34.47834	-82.501065	"34.47834,-82.501065"	506	"1530 Henry Thomas Rd, Belton, SC 29627, USA"
507	3	5	45	1779799	SC	South Carolina	34.387922	-81.819255	"34.387922,-81.819255"	507	"1035 Hopewell Church Rd, Clinton, SC 29325, USA"
508	3	5	45	1779799	SC	South Carolina	34.293111	-81.13919	"34.293111,-81.13919"	508	"3079 State Road S-20-304, Winnsboro, SC 29180, USA"
509	3	5	45	1779799	SC	South Carolina	34.193927	-80.460945	"34.193927,-80.460945"	509	"400-788 State Road S-28-562, Camden, SC 29020, USA"
510	3	5	45	1779799	SC	South Carolina	34.09039	-79.784594	"34.09039,-79.784594"	510	"430 Mclaughlin Rd, Effingham, SC 29541, USA"
511	3	5	45	1779799	SC	South Carolina	33.982522	-79.110212	"33.982522,-79.110212"	511	"2934-2958 Magnolia Hwy, Aynor, SC 29511, USA"
512	3	5	37	1027616	NC	North Carolina	33.870346	-78.437869	"33.870346,-78.437869"	512	"251 W 1st St, Ocean Isle Beach, NC 28469, USA"
513	4	9	6	1779778	CA	California	33.650297	-117.769948	"33.650297,-117.769948"	513	"Rhythm, Irvine, CA 92603, USA"
514	4	9	6	1779778	CA	California	33.789349	-117.106772	"33.789349,-117.106772"	514	"31790 V??a Del Senor, Nuevo, CA 92567, USA"
515	4	9	6	1779778	CA	California	33.924212	-116.441097	"33.924212,-116.441097"	515	"17001-17253 Corkill Rd, Desert Hot Springs, CA 92241, USA"
516	4	9	6	1779778	CA	California	34.054856	-115.772987	"34.054856,-115.772987"	516	"Unnamed Rd, Twentynine Palms, CA 92277, USA"
517	4	9	6	1779778	CA	California	34.181256	-115.102506	"34.181256,-115.102506"	517	"3892-4932 Iron Mountain Pump Plant Rd, Twentynine Palms, CA 92277, USA"
518	4	9	6	1779778	CA	California	34.303384	-114.429721	"34.303384,-114.429721"	518	"Unnamed Rd, CA, USA"
519	4	8	4	1779777	AZ	Arizona	34.421217	-113.754703	"34.421217,-113.754703"	519	"Unnamed Rd, Yucca, AZ 86438, USA"
520	4	8	4	1779777	AZ	Arizona	34.53473	-113.077519	"34.53473,-113.077519"	520	"H Ranch, Bagdad, AZ 86321, USA"
521	4	8	4	1779777	AZ	Arizona	34.643899	-112.398243	"34.643899,-112.398243"	521	"Peavine Trail (Prescott Peavine Trail), Prescott, AZ 86301, USA"
522	4	8	4	1779777	AZ	Arizona	34.748701	-111.716948	"34.748701,-111.716948"	522	"Interstate 17, Sedona, AZ 86351, USA"
523	4	8	4	1779777	AZ	Arizona	34.849115	-111.033707	"34.849115,-111.033707"	523	"Unnamed Rd, AZ, USA"
524	4	8	4	1779777	AZ	Arizona	34.94512	-110.348597	"34.94512,-110.348597"	524	"4459 Frontage Rd, Joseph City, AZ 86032, USA"
525	4	8	4	1779777	AZ	Arizona	35.036695	-109.661695	"35.036695,-109.661695"	525	"Unnamed Rd, Petrified Forest National Park, Chambers, AZ 86502, USA"
526	4	8	35	897535	NM	New Mexico	35.123821	-108.973079	"35.123821,-108.973079"	526	"Indn Service Rte 24, NM, USA"
527	4	8	35	897535	NM	New Mexico	35.20648	-108.282829	"35.20648,-108.282829"	527	"Unnamed Rd, Cibola National Forest, NM, USA"
528	4	8	35	897535	NM	New Mexico	35.284655	-107.591027	"35.284655,-107.591027"	528	"Unnamed Rd, Cibola National Forest, Grants, NM 87020, USA"
529	4	8	35	897535	NM	New Mexico	35.358329	-106.897754	"35.358329,-106.897754"	529	"Unnamed Rd, Rio Rancho, NM 87144, USA"
530	4	8	35	897535	NM	New Mexico	35.427487	-106.203093	"35.427487,-106.203093"	530	"Camino Cerro Chato, Cerrillos, NM 87010, USA"
531	4	8	35	897535	NM	New Mexico	35.492113	-105.507129	"35.492113,-105.507129"	531	"Unnamed Rd, Santa Fe National Forest, Las Vegas, NM 87701, USA"
532	4	8	35	897535	NM	New Mexico	35.552194	-104.809947	"35.552194,-104.809947"	532	"Unnamed Rd, Las Vegas, NM 87701, USA"
533	4	8	35	897535	NM	New Mexico	35.607718	-104.111634	"35.607718,-104.111634"	533	"Unnamed Rd, Solano, NM 87746, USA"
534	4	8	35	897535	NM	New Mexico	35.658672	-103.412275	"35.658672,-103.412275"	534	"County Road G-1, Nara Visa, NM 88430, USA"
535	3	7	48	1779801	TX	Texas	35.705046	-102.711959	"35.705046,-102.711959"	535	"Unnamed Rd, Dalhart, TX 79022, USA"
536	3	7	48	1779801	TX	Texas	35.746829	-102.010775	"35.746829,-102.010775"	536	"Rainbow Rd, Dumas, TX 79029, USA"
537	3	7	48	1779801	TX	Texas	35.784013	-101.308812	"35.784013,-101.308812"	537	"Plemons Rd, Skellytown, TX 79080, USA"
538	3	7	48	1779801	TX	Texas	35.81659	-100.606159	"35.81659,-100.606159"	538	"Quarter Horse Rd, Miami, TX 79059, USA"
539	3	7	40	1102857	OK	Oklahoma	35.844553	-99.902907	"35.844553,-99.902907"	539	"E0810 Rd, Durham, OK 73642, USA"
540	3	7	40	1102857	OK	Oklahoma	35.867896	-99.199146	"35.867896,-99.199146"	540	"Unnamed Rd, Butler, OK 73625, USA"
541	3	7	40	1102857	OK	Oklahoma	35.886613	-98.494968	"35.886613,-98.494968"	541	"E0780 Rd, Watonga, OK 73772, USA"
542	3	7	40	1102857	OK	Oklahoma	35.900702	-97.790465	"35.900702,-97.790465"	542	"E0770 Rd, Kingfisher, OK 73750, USA"
543	3	7	40	1102857	OK	Oklahoma	35.910158	-97.085728	"35.910158,-97.085728"	543	"N3320 Rd, Perkins, OK 74059, USA"
544	3	7	40	1102857	OK	Oklahoma	35.91498	-96.380849	"35.91498,-96.380849"	544	"34712 W 171st St S, Bristow, OK 74010, USA"
545	3	7	40	1102857	OK	Oklahoma	35.915166	-95.67592	"35.915166,-95.67592"	545	"16595 S 273rd E Ave, Coweta, OK 74429, USA"
546	3	7	40	1102857	OK	Oklahoma	35.910718	-94.971034	"35.910718,-94.971034"	546	"144-198 E Choctaw St, Tahlequah, OK 74464, USA"
547	3	7	5	68085	AR	Arkansas	35.901635	-94.266282	"35.901635,-94.266282"	547	"12179 Sheehan Rd, West Fork, AR 72774, USA"
548	3	7	5	68085	AR	Arkansas	35.887919	-93.561757	"35.887919,-93.561757"	548	"County Road 136, Ozark National Forest, Pettigrew, AR 72752, USA"
549	3	7	5	68085	AR	Arkansas	35.869575	-92.857549	"35.869575,-92.857549"	549	"State Highway 377, Marshall, AR 72650, USA"
550	3	7	5	68085	AR	Arkansas	35.846604	-92.153752	"35.846604,-92.153752"	550	"1265 Hub Willis Rd, Mountain View, AR 72560, USA"
551	3	7	5	68085	AR	Arkansas	35.819013	-91.450455	"35.819013,-91.450455"	551	"102 4 Oaks Ln, Charlotte, AR 72522, USA"
552	3	7	5	68085	AR	Arkansas	35.786808	-90.747751	"35.786808,-90.747751"	552	"4701 Darr Hill Rd, Jonesboro, AR 72404, USA"
553	3	7	5	68085	AR	Arkansas	35.749994	-90.045729	"35.749994,-90.045729"	553	"101-263 S County Road 439, Osceola, AR 72370, USA"
554	3	6	47	1325873	TN	Tennessee	35.708581	-89.344478	"35.708581,-89.344478"	554	"626 Tibbs Forked Deer Rd, Brownsville, TN 38012, USA"
555	3	6	47	1325873	TN	Tennessee	35.662577	-88.644089	"35.662577,-88.644089"	555	"31 Liberty Claybrook Rd, Beech Bluff, TN 38313, USA"
556	3	6	47	1325873	TN	Tennessee	35.611991	-87.94465	"35.611991,-87.94465"	556	"Unnamed Rd, Linden, TN 37096, USA"
557	3	6	47	1325873	TN	Tennessee	35.556835	-87.246249	"35.556835,-87.246249"	557	"1252 Old Gibson Hollow Rd, Mt Pleasant, TN 38474, USA"
558	3	6	47	1325873	TN	Tennessee	35.49712	-86.548973	"35.49712,-86.548973"	558	"411 Temple Ford Rd, Shelbyville, TN 37160, USA"
559	3	6	47	1325873	TN	Tennessee	35.432859	-85.852908	"35.432859,-85.852908"	559	"2744 Cabbage Patch Rd, Altamont, TN 37301, USA"
560	3	6	47	1325873	TN	Tennessee	35.364066	-85.158139	"35.364066,-85.158139"	560	"1122 Retro Hughes Rd, Sale Creek, TN 37373, USA"
561	3	6	47	1325873	TN	Tennessee	35.290756	-84.464751	"35.290756,-84.464751"	561	"Unnamed Rd, Cherokee National Forest, Reliance, TN 37369, USA"
562	3	5	37	1027616	NC	North Carolina	35.212942	-83.772828	"35.212942,-83.772828"	562	"1129 Rocky Creek Rd, Nantahala National Forest, Andrews, NC 28901, USA"
563	3	5	37	1027616	NC	North Carolina	35.130644	-83.08245	"35.130644,-83.08245"	563	"160 Headwater Dr, Nantahala National Forest, Glenville, NC 28736, USA"
564	3	5	45	1779799	SC	South Carolina	35.043876	-82.3937	"35.043876,-82.3937"	564	"522 Mush Creek Rd, Travelers Rest, SC 29690, USA"
565	3	5	45	1779799	SC	South Carolina	34.952659	-81.706656	"34.952659,-81.706656"	565	"1470 Asbury Rd, Gaffney, SC 29340, USA"
566	3	5	45	1779799	SC	South Carolina	34.85701	-81.021399	"34.85701,-81.021399"	566	"3497 Marshall Rd, Rock Hill, SC 29730, USA"
567	3	5	45	1779799	SC	South Carolina	34.756951	-80.338005	"34.756951,-80.338005"	567	"McCray Rd, Pageland, SC 29728, USA"
568	3	5	45	1779799	SC	South Carolina	34.652501	-79.65655	"34.652501,-79.65655"	568	"Laney Ln, Bennettsville, SC 29512, USA"
569	3	5	37	1027616	NC	North Carolina	34.543683	-78.977108	"34.543683,-78.977108"	569	"827 Long Branch Dr, Lumberton, NC 28358, USA"
570	3	5	37	1027616	NC	North Carolina	34.430519	-78.299754	"34.430519,-78.299754"	570	"Unnamed Rd, Kelly, NC 28448, USA"
571	3	5	37	1027616	NC	North Carolina	34.313033	-77.624558	"34.313033,-77.624558"	571	"2122 Shoreline Dr, Holly Ridge, NC 28445, USA"
572	4	9	6	1779778	CA	California	34.05956	-118.605312	"34.05956,-118.605312"	572	"3463 Tuna Canyon Rd, Topanga Canyon, CA 90290, USA"
573	4	9	6	1779778	CA	California	34.204022	-117.939999	"34.204022,-117.939999"	573	"Silver Fish Truck Trail, Angeles National Forest, Azusa, CA 91702, USA"
574	4	9	6	1779778	CA	California	34.344286	-117.272067	"34.344286,-117.272067"	574	"18001-18049 State Highway 173, Hesperia, CA 92345, USA"
575	4	9	6	1779778	CA	California	34.480325	-116.601578	"34.480325,-116.601578"	575	"11295 Pony Rd, Landers, CA 92285, USA"
576	4	9	6	1779778	CA	California	34.612111	-115.928597	"34.612111,-115.928597"	576	"National Trails Hwy, CA, USA"
577	4	9	6	1779778	CA	California	34.739616	-115.253192	"34.739616,-115.253192"	577	"Essex Rd, Essex, CA 92332, USA"
578	4	8	4	1779777	AZ	Arizona	34.862814	-114.575431	"34.862814,-114.575431"	578	"2145 Regents Rd, Mohave Valley, AZ 86440, USA"
579	4	8	4	1779777	AZ	Arizona	34.98168	-113.895384	"34.98168,-113.895384"	579	"Unnamed Rd, Yucca, AZ 86438, USA"
580	4	8	4	1779777	AZ	Arizona	35.096188	-113.213121	"35.096188,-113.213121"	580	"Unnamed Rd, Prescott, AZ 86305, USA"
581	4	8	4	1779777	AZ	Arizona	35.206315	-112.528717	"35.206315,-112.528717"	581	"Juniper Woods, Ash Fork, AZ 86320, USA"
582	4	8	4	1779777	AZ	Arizona	35.312038	-111.842246	"35.312038,-111.842246"	582	"Transwestern Rd, Flagstaff, AZ 86001, USA"
583	4	8	4	1779777	AZ	Arizona	35.413335	-111.153783	"35.413335,-111.153783"	583	"Indn Route 6910, Leupp, AZ 86035, USA"
584	4	8	4	1779777	AZ	Arizona	35.510185	-110.463408	"35.510185,-110.463408"	584	"Unnamed Rd, Winslow, AZ 86047, USA"
585	4	8	4	1779777	AZ	Arizona	35.602567	-109.771197	"35.602567,-109.771197"	585	"Indn Route 15, Ganado, AZ 86505, USA"
586	4	8	4	1779777	AZ	Arizona	35.690461	-109.077232	"35.690461,-109.077232"	586	"Unnamed Rd, Window Rock, AZ 86515, USA"
587	4	8	35	897535	NM	New Mexico	35.77385	-108.381595	"35.77385,-108.381595"	587	"Indsr 7029, Crownpoint, NM 87313, USA"
588	4	8	35	897535	NM	New Mexico	35.852715	-107.684367	"35.852715,-107.684367"	588	"Unnamed Rd, Crownpoint, NM 87313, USA"
589	4	8	35	897535	NM	New Mexico	35.92704	-106.985633	"35.92704,-106.985633"	589	"5804-5862 U.S. 550, Cuba, NM 87013, USA"
590	4	8	35	897535	NM	New Mexico	35.996809	-106.285478	"35.996809,-106.285478"	590	"Indn Service Route 606, Los Alamos, NM 87544, USA"
591	4	8	35	897535	NM	New Mexico	36.062007	-105.583989	"36.062007,-105.583989"	591	"La Cueva Canyon Tr 492, Carson National Forest, Vadito, NM 87579, USA"
592	4	8	35	897535	NM	New Mexico	36.12262	-104.881251	"36.12262,-104.881251"	592	"Unnamed Rd, Wagon Mound, NM 87752, USA"
593	4	8	35	897535	NM	New Mexico	36.178635	-104.177355	"36.178635,-104.177355"	593	"Unnamed Rd, Kiowa National Grassland, Mills, NM 87730, USA"
594	4	8	35	897535	NM	New Mexico	36.23004	-103.472388	"36.23004,-103.472388"	594	"Unnamed Rd, Clayton, NM 88415, USA"
595	3	7	48	1779801	TX	Texas	36.276825	-102.766441	"36.276825,-102.766441"	595	"1701-1745 Perico Ln, Dalhart, TX 79022, USA"
596	3	7	48	1779801	TX	Texas	36.318979	-102.059604	"36.318979,-102.059604"	596	"U.S. 287, Stratford, TX 79084, USA"
597	3	7	48	1779801	TX	Texas	36.356493	-101.351968	"36.356493,-101.351968"	597	"Farm Road 2535, Gruver, TX 79040, USA"
598	3	7	48	1779801	TX	Texas	36.389359	-100.643626	"36.389359,-100.643626"	598	"Farm to Market 377, Perryton, TX 79070, USA"
599	3	7	40	1102857	OK	Oklahoma	36.41757	-99.934671	"36.41757,-99.934671"	599	"E0410 Rd, Gage, OK 73843, USA"
600	3	7	40	1102857	OK	Oklahoma	36.441119	-99.225194	"36.441119,-99.225194"	600	"N2120 Rd, Mooreland, OK 73852, USA"
601	3	7	40	1102857	OK	Oklahoma	36.460003	-98.51529	"36.460003,-98.51529"	601	"N2520 Rd, Cleo Springs, OK 73729, USA"
602	3	7	40	1102857	OK	Oklahoma	36.474216	-97.805053	"36.474216,-97.805053"	602	"5009 E Lake Hellums Rd, Enid, OK 73701, USA"
603	3	7	40	1102857	OK	Oklahoma	36.483757	-97.094575	"36.483757,-97.094575"	603	"Windmill, Red Rock, OK 74651, USA"
604	3	7	40	1102857	OK	Oklahoma	36.488621	-96.383953	"36.488621,-96.383953"	604	"Unnamed Rd, Hominy, OK 74035, USA"
605	3	7	40	1102857	OK	Oklahoma	36.48881	-95.673279	"36.48881,-95.673279"	605	"8905 E 370 Rd, Oologah, OK 74053, USA"
606	3	7	40	1102857	OK	Oklahoma	36.484321	-94.962649	"36.484321,-94.962649"	606	"D0370 Rd, Eucha, OK 74342, USA"
607	3	7	5	68085	AR	Arkansas	36.475158	-94.252157	"36.475158,-94.252157"	607	"1-99 Professional Ln, Bella Vista, AR 72715, USA"
608	3	7	5	68085	AR	Arkansas	36.461321	-93.541896	"36.461321,-93.541896"	608	"County Road 420, Berryville, AR 72616, USA"
609	3	7	5	68085	AR	Arkansas	36.442813	-92.831962	"36.442813,-92.831962"	609	"Alabaster, Yellville, AR 72687, USA"
610	3	7	5	68085	AR	Arkansas	36.419639	-92.122448	"36.419639,-92.122448"	610	"2542-2842 Arkansas 87, Gepp, AR 72538, USA"
611	3	7	5	68085	AR	Arkansas	36.391803	-91.413447	"36.391803,-91.413447"	611	"109-199 Fire Tower Rd, Hardy, AR 72542, USA"
612	3	7	5	68085	AR	Arkansas	36.359312	-90.705052	"36.359312,-90.705052"	612	"911-1005 County Road 116, Biggers, AR 72413, USA"
613	2	4	29	1779791	MO	Missouri	36.322172	-89.997356	"36.322172,-89.997356"	613	"23022-23098 State Highway 153, Holcomb, MO 63852, USA"
614	3	6	47	1325873	TN	Tennessee	36.280391	-89.290451	"36.280391,-89.290451"	614	"1936 Oak Ridge Rd, Obion, TN 38240, USA"
615	3	6	47	1325873	TN	Tennessee	36.233979	-88.584429	"36.233979,-88.584429"	615	"826 Byrd Rd, Gleason, TN 38229, USA"
616	3	6	47	1325873	TN	Tennessee	36.182946	-87.87938	"36.182946,-87.87938"	616	"55 Jack Saunders Rd, Waverly, TN 37185, USA"
617	3	6	47	1325873	TN	Tennessee	36.127301	-87.175394	"36.127301,-87.175394"	617	"1956 Taylortown Rd, White Bluff, TN 37187, USA"
618	3	6	47	1325873	TN	Tennessee	36.067058	-86.47256	"36.067058,-86.47256"	618	"5339 Henley Rd, Mt Juliet, TN 37122, USA"
619	3	6	47	1325873	TN	Tennessee	36.002229	-85.770967	"36.002229,-85.770967"	619	"574 Rolling Acres Rd, Smithville, TN 37166, USA"
620	3	6	47	1325873	TN	Tennessee	35.932828	-85.070701	"35.932828,-85.070701"	620	"1600-1640 Spruce Loop, Crossville, TN 38555, USA"
621	3	6	47	1325873	TN	Tennessee	35.858869	-84.37185	"35.858869,-84.37185"	621	"231 Liles Rd, Lenoir City, TN 37771, USA"
622	3	6	47	1325873	TN	Tennessee	35.780369	-83.674498	"35.780369,-83.674498"	622	"2600-2676 McMahan Sawmill Rd, Sevierville, TN 37862, USA"
623	3	5	37	1027616	NC	North Carolina	35.697344	-82.978729	"35.697344,-82.978729"	623	"35 High Country Ln, Pisgah National Forest, Clyde, NC 28721, USA"
624	3	5	37	1027616	NC	North Carolina	35.609812	-82.284626	"35.609812,-82.284626"	624	"301 Reservoir Rd, Black Mountain, NC 28711, USA"
625	3	5	37	1027616	NC	North Carolina	35.517791	-81.592271	"35.517791,-81.592271"	625	"158 Ed Downs Rd, Casar, NC 28020, USA"
626	3	5	37	1027616	NC	North Carolina	35.4213	-80.901745	"35.4213,-80.901745"	626	"16839 Hugh Torance Pkwy, Huntersville, NC 28078, USA"
627	3	5	37	1027616	NC	North Carolina	35.32036	-80.213126	"35.32036,-80.213126"	627	"Bob White Ln, Albemarle, NC 28001, USA"
628	3	5	37	1027616	NC	North Carolina	35.214993	-79.526491	"35.214993,-79.526491"	628	"6970-7140 State Highway 211, West End, NC 27376, USA"
629	3	5	37	1027616	NC	North Carolina	35.105219	-78.841918	"35.105219,-78.841918"	629	"1447 Sweetie Rd, Fayetteville, NC 28312, USA"
630	3	5	37	1027616	NC	North Carolina	34.991063	-78.15948	"34.991063,-78.15948"	630	"245 McCallop Rd, Turkey, NC 28393, USA"
631	3	5	37	1027616	NC	North Carolina	34.872548	-77.479252	"34.872548,-77.479252"	631	"Unnamed Rd, Jacksonville, NC 28540, USA"
632	3	5	37	1027616	NC	North Carolina	34.749698	-76.801304	"34.749698,-76.801304"	632	"300-454 Wildwood River Ridge Rd, Newport, NC 28570, USA"
633	4	9	6	1779778	CA	California	34.462396	-119.450076	"34.462396,-119.450076"	633	"Murietta Juncal Rd, Los Padres National Forest, Ojai, CA 93023, USA"
634	4	9	6	1779778	CA	California	34.612313	-118.782745	"34.612313,-118.782745"	634	"Slide Peak Trail, Los Padres National Forest, Castaic, CA 91384, USA"
635	4	9	6	1779778	CA	California	34.758028	-118.112671	"34.758028,-118.112671"	635	"10th St E, Lancaster, CA 93535, USA"
636	4	9	6	1779778	CA	California	34.899511	-117.439918	"34.899511,-117.439918"	636	"Unnamed Rd, CA, USA"
637	4	9	6	1779778	CA	California	35.036733	-116.76455	"35.036733,-116.76455"	637	"Coyote Lake Rd, Barstow, CA 92311, USA"
638	4	9	6	1779778	CA	California	35.169666	-116.086633	"35.169666,-116.086633"	638	"Zzyzx Rd, Mojave National Preserve, CA, USA"
639	4	9	6	1779778	CA	California	35.298282	-115.406236	"35.298282,-115.406236"	639	"101581-102239 Ivanpah Cima Rd, Mojave National Preserve, Nipton, CA 92364, USA"
640	4	8	32	1779793	NV	Nevada	35.422555	-114.723428	"35.422555,-114.723428"	640	"Unnamed Rd, Lake Mead National Recreation Area, Searchlight, NV 89046, USA"
641	4	8	4	1779777	AZ	Arizona	35.542458	-114.03828	"35.542458,-114.03828"	641	"1810 E 15000 N St, Kingman, AZ 86409, USA"
642	4	8	4	1779777	AZ	Arizona	35.657967	-113.350865	"35.657967,-113.350865"	642	"Unnamed Rd, Supai, AZ 86435, USA"
643	4	8	4	1779777	AZ	Arizona	35.769058	-112.661258	"35.769058,-112.661258"	643	"Unnamed Rd, Seligman, AZ 86337, USA"
644	4	8	4	1779777	AZ	Arizona	35.875707	-111.969535	"35.875707,-111.969535"	644	"Fire Road 2736, Kaibab National Forest, AZ, USA"
645	4	8	4	1779777	AZ	Arizona	35.977892	-111.275774	"35.977892,-111.275774"	645	"Unnamed Rd, Tuba City, AZ 86045, USA"
646	4	8	4	1779777	AZ	Arizona	36.075591	-110.580053	"36.075591,-110.580053"	646	"Indn Route 62, Kykotsmovi Village, AZ 86039, USA"
647	4	8	4	1779777	AZ	Arizona	36.168784	-109.882454	"36.168784,-109.882454"	647	"Unnamed Rd, Blue Gap, AZ 86520, USA"
648	4	8	4	1779777	AZ	Arizona	36.257451	-109.183059	"36.257451,-109.183059"	648	"Unnamed Rd, Tsaile, AZ 86556, USA"
649	4	8	35	897535	NM	New Mexico	36.341573	-108.48195	"36.341573,-108.48195"	649	"Rte 7295, Newcomb, NM 87455, USA"
650	4	8	35	897535	NM	New Mexico	36.421132	-107.779213	"36.421132,-107.779213"	650	"Unnamed Rd, Bloomfield, NM 87413, USA"
651	4	8	35	897535	NM	New Mexico	36.496111	-107.074933	"36.496111,-107.074933"	651	"Unnamed Rd, Lindrith, NM 87029, USA"
652	4	8	35	897535	NM	New Mexico	36.566495	-106.369198	"36.566495,-106.369198"	652	"Unnamed Rd, Carson National Forest, Canjilon, NM 87515, USA"
653	4	8	35	897535	NM	New Mexico	36.632268	-105.662096	"36.632268,-105.662096"	653	"Forest 9 Rd, Carson National Forest, San Cristobal, NM 87564, USA"
654	4	8	35	897535	NM	New Mexico	36.693415	-104.953715	"36.693415,-104.953715"	654	"Cerrososo Rd, NM, USA"
655	4	8	35	897535	NM	New Mexico	36.749925	-104.244147	"36.749925,-104.244147"	655	"State Highway 193, Raton, NM 87740, USA"
656	4	8	35	897535	NM	New Mexico	36.801784	-103.533482	"36.801784,-103.533482"	656	"Unnamed Rd, Des Moines, NM 88418, USA"
657	3	7	40	1102857	OK	Oklahoma	36.848982	-102.821812	"36.848982,-102.821812"	657	"N0120 Rd, Boise City, OK 73933, USA"
658	3	7	40	1102857	OK	Oklahoma	36.891508	-102.109231	"36.891508,-102.109231"	658	"E0080 Rd, Keyes, OK 73947, USA"
659	3	7	40	1102857	OK	Oklahoma	36.929354	-101.395831	"36.929354,-101.395831"	659	"N0900 Rd, Hooker, OK 73945, USA"
660	3	7	40	1102857	OK	Oklahoma	36.96251	-100.681708	"36.96251,-100.681708"	660	"Hollow E0030, Forgan, OK 73938, USA"
661	3	7	40	1102857	OK	Oklahoma	36.990971	-99.966956	"36.990971,-99.966956"	661	"Unnamed Rd, Rosston, OK 73855, USA"
662	2	4	20	481813	KS	Kansas	37.014729	-99.25167	"37.014729,-99.25167"	662	"Unnamed Rd, Coldwater, KS 67029, USA"
663	2	4	20	481813	KS	Kansas	37.03378	-98.535946	"37.03378,-98.535946"	663	"Northstar Rd, Kiowa, KS 67070, USA"
664	2	4	20	481813	KS	Kansas	37.048119	-97.81988	"37.048119,-97.81988"	664	"SE 120 Ave, Bluff City, KS 67018, USA"
665	2	4	20	481813	KS	Kansas	37.057744	-97.103568	"37.057744,-97.103568"	665	"3492-3496 U.S. 166, Arkansas City, KS 67005, USA"
666	2	4	20	481813	KS	Kansas	37.062651	-96.387108	"37.062651,-96.387108"	666	"Frontier Rd, Cedar Vale, KS 67024, USA"
667	2	4	20	481813	KS	Kansas	37.062841	-95.670595	"37.062841,-95.670595"	667	"County Road 4300, Coffeyville, KS 67337, USA"
668	2	4	20	481813	KS	Kansas	37.058314	-94.954127	"37.058314,-94.954127"	668	"6001-6099 SW Black Jack Rd, Columbus, KS 66725, USA"
669	2	4	29	1779791	MO	Missouri	37.049069	-94.2378	"37.049069,-94.2378"	669	"1776-1794 22U 3, Sarcoxie, MO 64862, USA"
670	2	4	29	1779791	MO	Missouri	37.035109	-93.52171	"37.035109,-93.52171"	670	"State Highway 14, Billings, MO 65610, USA"
671	2	4	29	1779791	MO	Missouri	37.016438	-92.805955	"37.016438,-92.805955"	671	"State Highway O, Seymour, MO 65746, USA"
672	2	4	29	1779791	MO	Missouri	36.993058	-92.09063	"36.993058,-92.09063"	672	"Unnamed Rd, Mark Twain National Forest, Willow Springs, MO 65793, USA"
673	2	4	29	1779791	MO	Missouri	36.964976	-91.375831	"36.964976,-91.375831"	673	"County Road 609-A, Mark Twain National Forest, Winona, MO 65588, USA"
674	2	4	29	1779791	MO	Missouri	36.932198	-90.661654	"36.932198,-90.661654"	674	"Forest Road 3812, Mark Twain National Forest, Ellsinore, MO 63937, USA"
675	2	4	29	1779791	MO	Missouri	36.89473	-89.948193	"36.89473,-89.948193"	675	"County Road 298, Bloomfield, MO 63825, USA"
676	2	4	29	1779791	MO	Missouri	36.85258	-89.235542	"36.85258,-89.235542"	676	"State Highway D, Charleston, MO 63834, USA"
677	3	6	21	1779786	KY	Kentucky	36.805758	-88.523796	"36.805758,-88.523796"	677	"2-344 McKendree Church Rd, Mayfield, KY 42066, USA"
678	3	6	21	1779786	KY	Kentucky	36.754274	-87.813046	"36.754274,-87.813046"	678	"Tylerton Rd, Cadiz, KY 42211, USA"
679	3	6	21	1779786	KY	Kentucky	36.698138	-87.103386	"36.698138,-87.103386"	679	"1900-1982 Snardon Mill Rd, Allensville, KY 42204, USA"
680	3	6	47	1325873	TN	Tennessee	36.637364	-86.394906	"36.637364,-86.394906"	680	"1210A Absher Branch Rd, Westmoreland, TN 37186, USA"
681	3	6	47	1325873	TN	Tennessee	36.571963	-85.687698	"36.571963,-85.687698"	681	"1679 Hatcher Rd, Moss, TN 38575, USA"
682	3	6	47	1325873	TN	Tennessee	36.50195	-84.981849	"36.50195,-84.981849"	682	"4412-4422 Squirrel Flat Rd, Pall Mall, TN 38577, USA"
683	3	6	47	1325873	TN	Tennessee	36.42734	-84.277449	"36.42734,-84.277449"	683	"2547-2573 Stinking Creek Rd, Pioneer, TN 37847, USA"
684	3	6	47	1325873	TN	Tennessee	36.348149	-83.574584	"36.348149,-83.574584"	684	"3031 Dutch Valley Rd, Washburn, TN 37888, USA"
685	3	6	47	1325873	TN	Tennessee	36.264394	-82.873341	"36.264394,-82.873341"	685	"2705 Ottway Rd, Greeneville, TN 37745, USA"
686	3	6	47	1325873	TN	Tennessee	36.176093	-82.173805	"36.176093,-82.173805"	686	"905 Tiger Creek Rd, Cherokee National Forest, Roan Mountain, TN 37687, USA"
687	3	5	37	1027616	NC	North Carolina	36.083264	-81.476058	"36.083264,-81.476058"	687	"7140 Greene Hollow Pl, Lenoir, NC 28645, USA"
688	3	5	37	1027616	NC	North Carolina	35.985927	-80.780183	"35.985927,-80.780183"	688	"428-438 Rabbit Hwy, Harmony, NC 28634, USA"
689	3	5	37	1027616	NC	North Carolina	35.884102	-80.086261	"35.884102,-80.086261"	689	"110 W Guilford St, Thomasville, NC 27360, USA"
